Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Residencia: Nivel 2,Periodo,Total,cod_comunidad,nombre_comunidad,cod_provincia,nombre_provincia,año,mes
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M08,873308,16,País Vasco,,,2023,8
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M07,784903,16,País Vasco,,,2023,7
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M06,630843,16,País Vasco,,,2023,6
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M05,621363,16,País Vasco,,,2023,5
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M04,604973,16,País Vasco,,,2023,4
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M03,460376,16,País Vasco,,,2023,3
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M02,385181,16,País Vasco,,,2023,2
Total Nacional,16 País Vasco,,Pernoctaciones,,2023M01,340722,16,País Vasco,,,2023,1
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M12,406476,16,País Vasco,,,2022,12
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M11,436886,16,País Vasco,,,2022,11
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M10,593581,16,País Vasco,,,2022,10
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M09,642513,16,País Vasco,,,2022,9
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M08,828058,16,País Vasco,,,2022,8
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M07,766954,16,País Vasco,,,2022,7
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M06,597985,16,País Vasco,,,2022,6
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M05,552845,16,País Vasco,,,2022,5
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M04,526038,16,País Vasco,,,2022,4
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M03,393421,16,País Vasco,,,2022,3
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M02,310923,16,País Vasco,,,2022,2
Total Nacional,16 País Vasco,,Pernoctaciones,,2022M01,228912,16,País Vasco,,,2022,1
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M12,330869,16,País Vasco,,,2021,12
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M11,387103,16,País Vasco,,,2021,11
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M10,538195,16,País Vasco,,,2021,10
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M09,511767,16,País Vasco,,,2021,9
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M08,764305,16,País Vasco,,,2021,8
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M07,536836,16,País Vasco,,,2021,7
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M06,297330,16,País Vasco,,,2021,6
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M05,195256,16,País Vasco,,,2021,5
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M04,170522,16,País Vasco,,,2021,4
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M03,151195,16,País Vasco,,,2021,3
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M02,93545,16,País Vasco,,,2021,2
Total Nacional,16 País Vasco,,Pernoctaciones,,2021M01,95831,16,País Vasco,,,2021,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M12,311557,16,País Vasco,,,2025,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M11,329029,16,País Vasco,,,2025,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M10,357799,16,País Vasco,,,2025,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M09,346797,16,País Vasco,,,2025,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M08,432803,16,País Vasco,,,2025,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M07,369935,16,País Vasco,,,2025,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M06,344327,16,País Vasco,,,2025,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M05,340458,16,País Vasco,,,2025,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M04,331702,16,País Vasco,,,2025,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M03,327468,16,País Vasco,,,2025,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M02,275294,16,País Vasco,,,2025,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2025M01,247927,16,País Vasco,,,2025,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M12,310418,16,País Vasco,,,2024,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M11,338522,16,País Vasco,,,2024,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M10,339058,16,País Vasco,,,2024,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M09,338838,16,País Vasco,,,2024,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M08,437168,16,País Vasco,,,2024,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M07,362097,16,País Vasco,,,2024,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M06,302362,16,País Vasco,,,2024,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M05,301929,16,País Vasco,,,2024,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M04,292887,16,País Vasco,,,2024,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M03,342074,16,País Vasco,,,2024,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M02,260603,16,País Vasco,,,2024,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2024M01,235945,16,País Vasco,,,2024,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M12,306465,16,País Vasco,,,2023,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M11,299044,16,País Vasco,,,2023,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M10,339803,16,País Vasco,,,2023,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M09,321760,16,País Vasco,,,2023,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M08,448335,16,País Vasco,,,2023,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M07,374125,16,País Vasco,,,2023,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M06,284621,16,País Vasco,,,2023,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M05,284647,16,País Vasco,,,2023,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M04,339123,16,País Vasco,,,2023,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M03,296891,16,País Vasco,,,2023,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M02,252467,16,País Vasco,,,2023,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2023M01,230831,16,País Vasco,,,2023,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M12,284077,16,País Vasco,,,2022,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M11,282788,16,País Vasco,,,2022,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M10,329209,16,País Vasco,,,2022,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M09,324193,16,País Vasco,,,2022,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M08,461154,16,País Vasco,,,2022,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M07,379941,16,País Vasco,,,2022,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M06,302247,16,País Vasco,,,2022,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M05,288459,16,País Vasco,,,2022,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M04,315633,16,País Vasco,,,2022,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M03,262316,16,País Vasco,,,2022,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M02,219289,16,País Vasco,,,2022,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2022M01,157444,16,País Vasco,,,2022,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M12,237458,16,País Vasco,,,2021,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M11,262107,16,País Vasco,,,2021,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M10,353978,16,País Vasco,,,2021,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M09,324732,16,País Vasco,,,2021,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M08,558396,16,País Vasco,,,2021,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M07,374018,16,País Vasco,,,2021,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M06,226487,16,País Vasco,,,2021,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M05,153104,16,País Vasco,,,2021,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M04,144012,16,País Vasco,,,2021,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M03,127783,16,País Vasco,,,2021,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M02,76853,16,País Vasco,,,2021,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en España,2021M01,74128,16,País Vasco,,,2021,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M12,168855,16,País Vasco,,,2025,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M11,209181,16,País Vasco,,,2025,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M10,364875,16,País Vasco,,,2025,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M09,447411,16,País Vasco,,,2025,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M08,494435,16,País Vasco,,,2025,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M07,469959,16,País Vasco,,,2025,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M06,394663,16,País Vasco,,,2025,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M05,399220,16,País Vasco,,,2025,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M04,332415,16,País Vasco,,,2025,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M03,214145,16,País Vasco,,,2025,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M02,153349,16,País Vasco,,,2025,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2025M01,141849,16,País Vasco,,,2025,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M12,160626,16,País Vasco,,,2024,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M11,195189,16,País Vasco,,,2024,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M10,344865,16,País Vasco,,,2024,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M09,398565,16,País Vasco,,,2024,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M08,452003,16,País Vasco,,,2024,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M07,418731,16,País Vasco,,,2024,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M06,349646,16,País Vasco,,,2024,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M05,359399,16,País Vasco,,,2024,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M04,283820,16,País Vasco,,,2024,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M03,221099,16,País Vasco,,,2024,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M02,142521,16,País Vasco,,,2024,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2024M01,131789,16,País Vasco,,,2024,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M12,137177,16,País Vasco,,,2023,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M11,171821,16,País Vasco,,,2023,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M10,317391,16,País Vasco,,,2023,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M09,396930,16,País Vasco,,,2023,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M08,424973,16,País Vasco,,,2023,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M07,410778,16,País Vasco,,,2023,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M06,346222,16,País Vasco,,,2023,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M05,336716,16,País Vasco,,,2023,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M04,265850,16,País Vasco,,,2023,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M03,163485,16,País Vasco,,,2023,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M02,132714,16,País Vasco,,,2023,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2023M01,109891,16,País Vasco,,,2023,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M12,122399,16,País Vasco,,,2022,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M11,154098,16,País Vasco,,,2022,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M10,264373,16,País Vasco,,,2022,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M09,318320,16,País Vasco,,,2022,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M08,366904,16,País Vasco,,,2022,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M07,387013,16,País Vasco,,,2022,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M06,295737,16,País Vasco,,,2022,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M05,264386,16,País Vasco,,,2022,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M04,210405,16,País Vasco,,,2022,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M03,131106,16,País Vasco,,,2022,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M02,91633,16,País Vasco,,,2022,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2022M01,71468,16,País Vasco,,,2022,1
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M12,93410,16,País Vasco,,,2021,12
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M11,124996,16,País Vasco,,,2021,11
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M10,184217,16,País Vasco,,,2021,10
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M09,187036,16,País Vasco,,,2021,9
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M08,205909,16,País Vasco,,,2021,8
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M07,162818,16,País Vasco,,,2021,7
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M06,70843,16,País Vasco,,,2021,6
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M05,42152,16,País Vasco,,,2021,5
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M04,26509,16,País Vasco,,,2021,4
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M03,23411,16,País Vasco,,,2021,3
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M02,16692,16,País Vasco,,,2021,2
Total Nacional,16 País Vasco,,Pernoctaciones,Residentes en el Extranjero,2021M01,21703,16,País Vasco,,,2021,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M12,37325,16,País Vasco,01,Araba/Álava,2025,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M11,36923,16,País Vasco,01,Araba/Álava,2025,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M10,47476,16,País Vasco,01,Araba/Álava,2025,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M09,48024,16,País Vasco,01,Araba/Álava,2025,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M08,58392,16,País Vasco,01,Araba/Álava,2025,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M07,50919,16,País Vasco,01,Araba/Álava,2025,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M06,46479,16,País Vasco,01,Araba/Álava,2025,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M05,47964,16,País Vasco,01,Araba/Álava,2025,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M04,43406,16,País Vasco,01,Araba/Álava,2025,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M03,37201,16,País Vasco,01,Araba/Álava,2025,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M02,29332,16,País Vasco,01,Araba/Álava,2025,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2025M01,28500,16,País Vasco,01,Araba/Álava,2025,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M12,36716,16,País Vasco,01,Araba/Álava,2024,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M11,36145,16,País Vasco,01,Araba/Álava,2024,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M10,43104,16,País Vasco,01,Araba/Álava,2024,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M09,48535,16,País Vasco,01,Araba/Álava,2024,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M08,57650,16,País Vasco,01,Araba/Álava,2024,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M07,50865,16,País Vasco,01,Araba/Álava,2024,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M06,41761,16,País Vasco,01,Araba/Álava,2024,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M05,44643,16,País Vasco,01,Araba/Álava,2024,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M04,37481,16,País Vasco,01,Araba/Álava,2024,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M03,39532,16,País Vasco,01,Araba/Álava,2024,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M02,27106,16,País Vasco,01,Araba/Álava,2024,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2024M01,26039,16,País Vasco,01,Araba/Álava,2024,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M12,33005,16,País Vasco,01,Araba/Álava,2023,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M11,34384,16,País Vasco,01,Araba/Álava,2023,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M10,42140,16,País Vasco,01,Araba/Álava,2023,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M09,47306,16,País Vasco,01,Araba/Álava,2023,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M08,56962,16,País Vasco,01,Araba/Álava,2023,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M07,49697,16,País Vasco,01,Araba/Álava,2023,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M06,39506,16,País Vasco,01,Araba/Álava,2023,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M05,38329,16,País Vasco,01,Araba/Álava,2023,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M04,37590,16,País Vasco,01,Araba/Álava,2023,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M03,31862,16,País Vasco,01,Araba/Álava,2023,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M02,25448,16,País Vasco,01,Araba/Álava,2023,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2023M01,25649,16,País Vasco,01,Araba/Álava,2023,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M12,29615,16,País Vasco,01,Araba/Álava,2022,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M11,30324,16,País Vasco,01,Araba/Álava,2022,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M10,38704,16,País Vasco,01,Araba/Álava,2022,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M09,41022,16,País Vasco,01,Araba/Álava,2022,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M08,52443,16,País Vasco,01,Araba/Álava,2022,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M07,48695,16,País Vasco,01,Araba/Álava,2022,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M06,37831,16,País Vasco,01,Araba/Álava,2022,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M05,36798,16,País Vasco,01,Araba/Álava,2022,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M04,35555,16,País Vasco,01,Araba/Álava,2022,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M03,29211,16,País Vasco,01,Araba/Álava,2022,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M02,22569,16,País Vasco,01,Araba/Álava,2022,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2022M01,18082,16,País Vasco,01,Araba/Álava,2022,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M12,25758,16,País Vasco,01,Araba/Álava,2021,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M11,28358,16,País Vasco,01,Araba/Álava,2021,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M10,38352,16,País Vasco,01,Araba/Álava,2021,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M09,36088,16,País Vasco,01,Araba/Álava,2021,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M08,51019,16,País Vasco,01,Araba/Álava,2021,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M07,38834,16,País Vasco,01,Araba/Álava,2021,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M06,24846,16,País Vasco,01,Araba/Álava,2021,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M05,18021,16,País Vasco,01,Araba/Álava,2021,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M04,14737,16,País Vasco,01,Araba/Álava,2021,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M03,14664,16,País Vasco,01,Araba/Álava,2021,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M02,7530,16,País Vasco,01,Araba/Álava,2021,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,,2021M01,8978,16,País Vasco,01,Araba/Álava,2021,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M12,29337,16,País Vasco,01,Araba/Álava,2025,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M11,28398,16,País Vasco,01,Araba/Álava,2025,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M10,32180,16,País Vasco,01,Araba/Álava,2025,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M09,30812,16,País Vasco,01,Araba/Álava,2025,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M08,35393,16,País Vasco,01,Araba/Álava,2025,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M07,28852,16,País Vasco,01,Araba/Álava,2025,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M06,31639,16,País Vasco,01,Araba/Álava,2025,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M05,31836,16,País Vasco,01,Araba/Álava,2025,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M04,31083,16,País Vasco,01,Araba/Álava,2025,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M03,28614,16,País Vasco,01,Araba/Álava,2025,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M02,23658,16,País Vasco,01,Araba/Álava,2025,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2025M01,22259,16,País Vasco,01,Araba/Álava,2025,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M12,28712,16,País Vasco,01,Araba/Álava,2024,12
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M11,28186,16,País Vasco,01,Araba/Álava,2024,11
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M10,28698,16,País Vasco,01,Araba/Álava,2024,10
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M09,32111,16,País Vasco,01,Araba/Álava,2024,9
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M08,34815,16,País Vasco,01,Araba/Álava,2024,8
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M07,29145,16,País Vasco,01,Araba/Álava,2024,7
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M06,27124,16,País Vasco,01,Araba/Álava,2024,6
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M05,29704,16,País Vasco,01,Araba/Álava,2024,5
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M04,26132,16,País Vasco,01,Araba/Álava,2024,4
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M03,31118,16,País Vasco,01,Araba/Álava,2024,3
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M02,21675,16,País Vasco,01,Araba/Álava,2024,2
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2024M01,19702,16,País Vasco,01,Araba/Álava,2024,1
Total Nacional,16 País Vasco,01 Araba/Álava,Viajero,Residentes en España,2023M12,26480,16,País Vasco,01,Araba/Álava,2023,12
