educacion_cat,labor_status,household_type,residence_type,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_line,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok
Educación Secundaria,Autónomo,Vive solo,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,46,7024,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,7025,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,48,7026,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63,7027,2022,,0.0,
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,62,7028,2022,1.0,0.0,1.0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,46,7029,2022,1.0,,0.0
Universidad,Autónomo,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,7030,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,24,7031,2022,0.0,0.0,
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,7032,2022,1.0,1.0,1.0
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,61,7033,2022,1.0,0.0,1.0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,7034,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,61,7035,2021,1.0,0.0,0.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,41,7036,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,44,7037,2022,1.0,1.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,69,7038,2021,,,
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,77,7039,2022,1.0,,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,7040,2021,0.0,0.0,1.0
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,35,7041,2022,1.0,1.0,
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,69,7042,2022,1.0,,
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,66,7043,2022,0.0,,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,31,7044,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,37,7045,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,7046,2022,1.0,1.0,
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64,7047,2022,1.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,55,7048,2022,1.0,0.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,19,7049,2021,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,47,7050,2022,0.0,,0.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,26,7051,2022,,,0.0
Educación Secundaria,Jubilado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,72,7052,2021,0.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,40,7053,2022,1.0,,1.0
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,7054,2021,0.0,,
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,61,7055,2022,1.0,1.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,50,7056,2022,1.0,1.0,0.0
Educación Secundaria,Otros inactivos,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,7057,2022,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,41,7058,2022,1.0,1.0,1.0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,49,7059,2022,0.0,0.0,1.0
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,29,7060,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,7061,2022,1.0,1.0,1.0
Universidad,Desempleado,Vive solo,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,7062,2021,1.0,1.0,1.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,44,7063,2021,0.0,1.0,
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,61,7064,2022,1.0,1.0,1.0
Educación Primaria,Desempleado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,51,7065,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,55,7066,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,1,1,0,1,0,1,0,1,46,7067,2022,0.0,0.0,
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,48,7068,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,7069,2022,1.0,,0.0
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,7070,2021,,1.0,
Educación Primaria,Jubilado,Vive solo,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,7071,2022,1.0,,
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,57,7072,2021,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,57,7073,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,7074,2022,0.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,56,7075,2022,0.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,75,7076,2022,1.0,0.0,0.0
Educación Secundaria,Autónomo,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,7077,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,51,7078,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,42,7079,2021,1.0,1.0,1.0
Educación Primaria,Desempleado,,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,50,7080,2022,,,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,48,7081,2022,1.0,1.0,1.0
Universidad,Desempleado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,27,7082,2022,1.0,1.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,63,7083,2022,1.0,,0.0
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,1.0,1.0,0,1,0,1,0,0,0,0,1,0,58,7084,2022,1.0,0.0,
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,61,7085,2022,1.0,0.0,0.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,7086,2021,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,52,7087,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,28,7088,2022,1.0,0.0,1.0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,37,7089,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,43,7090,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,48,7091,2022,1.0,1.0,
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,74,7092,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,55,7093,2022,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,61,7094,2021,1.0,1.0,0.0
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,35,7095,2022,0.0,0.0,0.0
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,49,7096,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,57,7097,2022,1.0,0.0,1.0
Educación Primaria,Autónomo,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,45,7098,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,32,7099,2022,0.0,0.0,0.0
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,7100,2022,1.0,1.0,0.0
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,56,7101,2021,1.0,1.0,
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,61,7102,2021,0.0,0.0,
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,45,7103,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,77,7104,2022,1.0,,0.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,39,7105,2022,1.0,1.0,1.0
Universidad,Desempleado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,33,7106,2022,1.0,0.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,63,7107,2021,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,23,7108,2022,1.0,1.0,0.0
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,50,7109,2021,0.0,1.0,1.0
Educación Secundaria,Desempleado,,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,32,7110,2022,0.0,1.0,1.0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,51,7111,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,7112,2022,1.0,1.0,
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,25,7113,2022,1.0,1.0,1.0
Educación Secundaria,Jubilado,Vive solo,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,7114,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,49,7115,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,29,7116,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,7117,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,7118,2022,1.0,0.0,
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,65,7119,2021,1.0,1.0,
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,7120,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,56,7121,2022,0.0,0.0,1.0
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,66,7122,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,26,7123,2022,,,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,7124,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,7125,2022,1.0,0.0,
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,47,7126,2022,1.0,0.0,1.0
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,7127,2022,1.0,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,48,7128,2022,1.0,1.0,0.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,25,7129,2022,0.0,1.0,0.0
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,7130,2021,1.0,,
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,58,7131,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,27,7132,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,34,7133,2022,0.0,0.0,
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,62,7134,2021,1.0,0.0,
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,76,7135,2021,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,36,7136,2021,1.0,1.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,7137,2022,1.0,1.0,1.0
Educación Secundaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,7138,2022,1.0,1.0,0.0
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,51,7139,2021,0.0,,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,65,7140,2022,1.0,1.0,
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0,0,0,20,7141,2021,0.0,0.0,1.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,63,7142,2022,1.0,1.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,69,7143,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,7144,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,55,7145,2022,0.0,0.0,
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,67,7146,2022,1.0,,1.0
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,7147,2022,0.0,,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,7148,2022,1.0,1.0,1.0
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,57,7149,2022,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,7150,2022,1.0,1.0,1.0
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,36,7151,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,7152,2022,1.0,,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,55,7153,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36,7154,2022,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,7155,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,49,7156,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,7157,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,33,7158,2022,1.0,0.0,
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,31,7159,2022,1.0,1.0,0.0
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,47,7160,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,7161,2022,0.0,0.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,7162,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,41,7163,2022,1.0,0.0,0.0
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,60,7164,2021,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,1,31,7165,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,1,0,1,1,0,31,7166,2021,0.0,0.0,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,26,7167,2021,0.0,,1.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,50,7168,2022,1.0,1.0,1.0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,31,7169,2021,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,66,7170,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,56,7171,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,23,7172,2022,,0.0,1.0
Educación Secundaria,Jubilado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50,7173,2022,1.0,0.0,1.0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,7174,2022,0.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,7175,2021,0.0,0.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,69,7176,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,7177,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,22,7178,2022,1.0,0.0,0.0
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,60,7179,2022,1.0,1.0,1.0
