Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M07;1,57
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M06;1,61
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M05;1,66
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M04;1,71
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M03;1,72
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M02;1,65
Total Nacional;08 Castilla - La Mancha;45 Toledo;2022M01;1,64
Total Nacional;09 Cataluña;;2026M03;2,24
Total Nacional;09 Cataluña;;2026M02;2,20
Total Nacional;09 Cataluña;;2026M01;2,21
Total Nacional;09 Cataluña;;2025M12;2,10
Total Nacional;09 Cataluña;;2025M11;2,13
Total Nacional;09 Cataluña;;2025M10;2,59
Total Nacional;09 Cataluña;;2025M09;2,97
Total Nacional;09 Cataluña;;2025M08;3,24
Total Nacional;09 Cataluña;;2025M07;3,14
Total Nacional;09 Cataluña;;2025M06;2,81
Total Nacional;09 Cataluña;;2025M05;2,66
Total Nacional;09 Cataluña;;2025M04;2,53
Total Nacional;09 Cataluña;;2025M03;2,32
Total Nacional;09 Cataluña;;2025M02;2,20
Total Nacional;09 Cataluña;;2025M01;2,23
Total Nacional;09 Cataluña;;2024M12;2,13
Total Nacional;09 Cataluña;;2024M11;2,18
Total Nacional;09 Cataluña;;2024M10;2,70
Total Nacional;09 Cataluña;;2024M09;3,09
Total Nacional;09 Cataluña;;2024M08;3,36
Total Nacional;09 Cataluña;;2024M07;3,24
Total Nacional;09 Cataluña;;2024M06;2,98
Total Nacional;09 Cataluña;;2024M05;2,80
Total Nacional;09 Cataluña;;2024M04;2,60
Total Nacional;09 Cataluña;;2024M03;2,41
Total Nacional;09 Cataluña;;2024M02;2,37
Total Nacional;09 Cataluña;;2024M01;2,28
Total Nacional;09 Cataluña;;2023M12;2,18
Total Nacional;09 Cataluña;;2023M11;2,23
Total Nacional;09 Cataluña;;2023M10;2,68
Total Nacional;09 Cataluña;;2023M09;3,00
Total Nacional;09 Cataluña;;2023M08;3,40
Total Nacional;09 Cataluña;;2023M07;3,16
Total Nacional;09 Cataluña;;2023M06;2,79
Total Nacional;09 Cataluña;;2023M05;2,69
Total Nacional;09 Cataluña;;2023M04;2,58
Total Nacional;09 Cataluña;;2023M03;2,41
Total Nacional;09 Cataluña;;2023M02;2,44
Total Nacional;09 Cataluña;;2023M01;2,32
Total Nacional;09 Cataluña;;2022M12;2,23
Total Nacional;09 Cataluña;;2022M11;2,30
Total Nacional;09 Cataluña;;2022M10;2,56
Total Nacional;09 Cataluña;;2022M09;2,93
Total Nacional;09 Cataluña;;2022M08;3,48
Total Nacional;09 Cataluña;;2022M07;3,20
Total Nacional;09 Cataluña;;2022M06;2,82
Total Nacional;09 Cataluña;;2022M05;2,67
Total Nacional;09 Cataluña;;2022M04;2,58
Total Nacional;09 Cataluña;;2022M03;2,45
Total Nacional;09 Cataluña;;2022M02;2,28
Total Nacional;09 Cataluña;;2022M01;2,25
Total Nacional;09 Cataluña;08 Barcelona;2026M03;2,30
Total Nacional;09 Cataluña;08 Barcelona;2026M02;2,23
Total Nacional;09 Cataluña;08 Barcelona;2026M01;2,28
Total Nacional;09 Cataluña;08 Barcelona;2025M12;2,20
Total Nacional;09 Cataluña;08 Barcelona;2025M11;2,22
Total Nacional;09 Cataluña;08 Barcelona;2025M10;2,41
Total Nacional;09 Cataluña;08 Barcelona;2025M09;2,65
Total Nacional;09 Cataluña;08 Barcelona;2025M08;2,86
Total Nacional;09 Cataluña;08 Barcelona;2025M07;2,76
Total Nacional;09 Cataluña;08 Barcelona;2025M06;2,58
Total Nacional;09 Cataluña;08 Barcelona;2025M05;2,51
Total Nacional;09 Cataluña;08 Barcelona;2025M04;2,47
Total Nacional;09 Cataluña;08 Barcelona;2025M03;2,36
Total Nacional;09 Cataluña;08 Barcelona;2025M02;2,27
Total Nacional;09 Cataluña;08 Barcelona;2025M01;2,31
Total Nacional;09 Cataluña;08 Barcelona;2024M12;2,29
Total Nacional;09 Cataluña;08 Barcelona;2024M11;2,30
Total Nacional;09 Cataluña;08 Barcelona;2024M10;2,57
Total Nacional;09 Cataluña;08 Barcelona;2024M09;2,79
Total Nacional;09 Cataluña;08 Barcelona;2024M08;3,03
Total Nacional;09 Cataluña;08 Barcelona;2024M07;2,90
Total Nacional;09 Cataluña;08 Barcelona;2024M06;2,72
Total Nacional;09 Cataluña;08 Barcelona;2024M05;2,64
Total Nacional;09 Cataluña;08 Barcelona;2024M04;2,54
Total Nacional;09 Cataluña;08 Barcelona;2024M03;2,47
Total Nacional;09 Cataluña;08 Barcelona;2024M02;2,48
Total Nacional;09 Cataluña;08 Barcelona;2024M01;2,39
Total Nacional;09 Cataluña;08 Barcelona;2023M12;2,30
Total Nacional;09 Cataluña;08 Barcelona;2023M11;2,33
Total Nacional;09 Cataluña;08 Barcelona;2023M10;2,59
Total Nacional;09 Cataluña;08 Barcelona;2023M09;2,75
Total Nacional;09 Cataluña;08 Barcelona;2023M08;3,07
Total Nacional;09 Cataluña;08 Barcelona;2023M07;2,86
Total Nacional;09 Cataluña;08 Barcelona;2023M06;2,61
Total Nacional;09 Cataluña;08 Barcelona;2023M05;2,55
Total Nacional;09 Cataluña;08 Barcelona;2023M04;2,61
Total Nacional;09 Cataluña;08 Barcelona;2023M03;2,46
Total Nacional;09 Cataluña;08 Barcelona;2023M02;2,54
Total Nacional;09 Cataluña;08 Barcelona;2023M01;2,41
Total Nacional;09 Cataluña;08 Barcelona;2022M12;2,37
Total Nacional;09 Cataluña;08 Barcelona;2022M11;2,42
Total Nacional;09 Cataluña;08 Barcelona;2022M10;2,53
Total Nacional;09 Cataluña;08 Barcelona;2022M09;2,70
Total Nacional;09 Cataluña;08 Barcelona;2022M08;3,14
Total Nacional;09 Cataluña;08 Barcelona;2022M07;2,92
Total Nacional;09 Cataluña;08 Barcelona;2022M06;2,81
Total Nacional;09 Cataluña;08 Barcelona;2022M05;2,70
Total Nacional;09 Cataluña;08 Barcelona;2022M04;2,65
Total Nacional;09 Cataluña;08 Barcelona;2022M03;2,56
Total Nacional;09 Cataluña;08 Barcelona;2022M02;2,40
Total Nacional;09 Cataluña;08 Barcelona;2022M01;2,38
Total Nacional;09 Cataluña;17 Girona;2026M03;2,07
Total Nacional;09 Cataluña;17 Girona;2026M02;2,03
Total Nacional;09 Cataluña;17 Girona;2026M01;1,82
Total Nacional;09 Cataluña;17 Girona;2025M12;1,74
Total Nacional;09 Cataluña;17 Girona;2025M11;1,84
Total Nacional;09 Cataluña;17 Girona;2025M10;2,85
Total Nacional;09 Cataluña;17 Girona;2025M09;3,25
Total Nacional;09 Cataluña;17 Girona;2025M08;3,55
Total Nacional;09 Cataluña;17 Girona;2025M07;3,52
Total Nacional;09 Cataluña;17 Girona;2025M06;2,95
Total Nacional;09 Cataluña;17 Girona;2025M05;2,78
Total Nacional;09 Cataluña;17 Girona;2025M04;2,63
Total Nacional;09 Cataluña;17 Girona;2025M03;2,16
Total Nacional;09 Cataluña;17 Girona;2025M02;1,87
Total Nacional;09 Cataluña;17 Girona;2025M01;1,82
Total Nacional;09 Cataluña;17 Girona;2024M12;1,66
Total Nacional;09 Cataluña;17 Girona;2024M11;1,80
Total Nacional;09 Cataluña;17 Girona;2024M10;2,87
Total Nacional;09 Cataluña;17 Girona;2024M09;3,35
Total Nacional;09 Cataluña;17 Girona;2024M08;3,66
Total Nacional;09 Cataluña;17 Girona;2024M07;3,71
Total Nacional;09 Cataluña;17 Girona;2024M06;3,03
Total Nacional;09 Cataluña;17 Girona;2024M05;2,77
Total Nacional;09 Cataluña;17 Girona;2024M04;2,70
Total Nacional;09 Cataluña;17 Girona;2024M03;2,28
Total Nacional;09 Cataluña;17 Girona;2024M02;1,88
Total Nacional;09 Cataluña;17 Girona;2024M01;1,69
Total Nacional;09 Cataluña;17 Girona;2023M12;1,92
Total Nacional;09 Cataluña;17 Girona;2023M11;2,03
Total Nacional;09 Cataluña;17 Girona;2023M10;2,79
Total Nacional;09 Cataluña;17 Girona;2023M09;3,19
Total Nacional;09 Cataluña;17 Girona;2023M08;3,67
Total Nacional;09 Cataluña;17 Girona;2023M07;3,55
Total Nacional;09 Cataluña;17 Girona;2023M06;2,90
Total Nacional;09 Cataluña;17 Girona;2023M05;2,74
Total Nacional;09 Cataluña;17 Girona;2023M04;2,50
Total Nacional;09 Cataluña;17 Girona;2023M03;2,21
Total Nacional;09 Cataluña;17 Girona;2023M02;1,99
Total Nacional;09 Cataluña;17 Girona;2023M01;1,97
Total Nacional;09 Cataluña;17 Girona;2022M12;1,92
Total Nacional;09 Cataluña;17 Girona;2022M11;2,04
Total Nacional;09 Cataluña;17 Girona;2022M10;2,49
Total Nacional;09 Cataluña;17 Girona;2022M09;3,03
Total Nacional;09 Cataluña;17 Girona;2022M08;3,76
Total Nacional;09 Cataluña;17 Girona;2022M07;3,52
Total Nacional;09 Cataluña;17 Girona;2022M06;2,72
Total Nacional;09 Cataluña;17 Girona;2022M05;2,58
Total Nacional;09 Cataluña;17 Girona;2022M04;2,50
Total Nacional;09 Cataluña;17 Girona;2022M03;2,14
Total Nacional;09 Cataluña;17 Girona;2022M02;1,83
Total Nacional;09 Cataluña;17 Girona;2022M01;1,84
Total Nacional;09 Cataluña;25 Lleida;2026M03;2,35
Total Nacional;09 Cataluña;25 Lleida;2026M02;2,49
Total Nacional;09 Cataluña;25 Lleida;2026M01;2,46
Total Nacional;09 Cataluña;25 Lleida;2025M12;2,24
Total Nacional;09 Cataluña;25 Lleida;2025M11;1,93
Total Nacional;09 Cataluña;25 Lleida;2025M10;1,98
Total Nacional;09 Cataluña;25 Lleida;2025M09;2,00
Total Nacional;09 Cataluña;25 Lleida;2025M08;2,37
Total Nacional;09 Cataluña;25 Lleida;2025M07;2,24
Total Nacional;09 Cataluña;25 Lleida;2025M06;1,96
Total Nacional;09 Cataluña;25 Lleida;2025M05;1,92
Total Nacional;09 Cataluña;25 Lleida;2025M04;2,08
Total Nacional;09 Cataluña;25 Lleida;2025M03;2,41
Total Nacional;09 Cataluña;25 Lleida;2025M02;2,40
Total Nacional;09 Cataluña;25 Lleida;2025M01;2,46
Total Nacional;09 Cataluña;25 Lleida;2024M12;2,18
Total Nacional;09 Cataluña;25 Lleida;2024M11;1,88
Total Nacional;09 Cataluña;25 Lleida;2024M10;1,87
Total Nacional;09 Cataluña;25 Lleida;2024M09;1,97
Total Nacional;09 Cataluña;25 Lleida;2024M08;2,46
Total Nacional;09 Cataluña;25 Lleida;2024M07;2,32
Total Nacional;09 Cataluña;25 Lleida;2024M06;1,92
Total Nacional;09 Cataluña;25 Lleida;2024M05;1,79
Total Nacional;09 Cataluña;25 Lleida;2024M04;1,91
Total Nacional;09 Cataluña;25 Lleida;2024M03;2,43
Total Nacional;09 Cataluña;25 Lleida;2024M02;2,52
Total Nacional;09 Cataluña;25 Lleida;2024M01;2,48
Total Nacional;09 Cataluña;25 Lleida;2023M12;2,36
Total Nacional;09 Cataluña;25 Lleida;2023M11;1,74
Total Nacional;09 Cataluña;25 Lleida;2023M10;1,84
Total Nacional;09 Cataluña;25 Lleida;2023M09;1,90
Total Nacional;09 Cataluña;25 Lleida;2023M08;2,36
Total Nacional;09 Cataluña;25 Lleida;2023M07;2,18
Total Nacional;09 Cataluña;25 Lleida;2023M06;1,90
Total Nacional;09 Cataluña;25 Lleida;2023M05;1,87
Total Nacional;09 Cataluña;25 Lleida;2023M04;2,02
Total Nacional;09 Cataluña;25 Lleida;2023M03;2,34
Total Nacional;09 Cataluña;25 Lleida;2023M02;2,62
Total Nacional;09 Cataluña;25 Lleida;2023M01;2,49
Total Nacional;09 Cataluña;25 Lleida;2022M12;2,43
Total Nacional;09 Cataluña;25 Lleida;2022M11;1,87
Total Nacional;09 Cataluña;25 Lleida;2022M10;1,98
Total Nacional;09 Cataluña;25 Lleida;2022M09;2,01
Total Nacional;09 Cataluña;25 Lleida;2022M08;2,47
Total Nacional;09 Cataluña;25 Lleida;2022M07;2,34
Total Nacional;09 Cataluña;25 Lleida;2022M06;2,00
Total Nacional;09 Cataluña;25 Lleida;2022M05;1,88
Total Nacional;09 Cataluña;25 Lleida;2022M04;2,13
Total Nacional;09 Cataluña;25 Lleida;2022M03;2,33
Total Nacional;09 Cataluña;25 Lleida;2022M02;2,50
Total Nacional;09 Cataluña;25 Lleida;2022M01;2,54
Total Nacional;09 Cataluña;43 Tarragona;2026M03;2,06
Total Nacional;09 Cataluña;43 Tarragona;2026M02;1,77
Total Nacional;09 Cataluña;43 Tarragona;2026M01;1,63
Total Nacional;09 Cataluña;43 Tarragona;2025M12;1,58
Total Nacional;09 Cataluña;43 Tarragona;2025M11;1,74
Total Nacional;09 Cataluña;43 Tarragona;2025M10;3,23
Total Nacional;09 Cataluña;43 Tarragona;2025M09;3,87
Total Nacional;09 Cataluña;43 Tarragona;2025M08;4,08
Total Nacional;09 Cataluña;43 Tarragona;2025M07;3,97
Total Nacional;09 Cataluña;43 Tarragona;2025M06;3,43
Total Nacional;09 Cataluña;43 Tarragona;2025M05;3,17
Total Nacional;09 Cataluña;43 Tarragona;2025M04;2,71
Total Nacional;09 Cataluña;43 Tarragona;2025M03;2,13
Total Nacional;09 Cataluña;43 Tarragona;2025M02;1,67
Total Nacional;09 Cataluña;43 Tarragona;2025M01;1,63
Total Nacional;09 Cataluña;43 Tarragona;2024M12;1,54
Total Nacional;09 Cataluña;43 Tarragona;2024M11;1,78
Total Nacional;09 Cataluña;43 Tarragona;2024M10;3,21
Total Nacional;09 Cataluña;43 Tarragona;2024M09;3,93
Total Nacional;09 Cataluña;43 Tarragona;2024M08;4,06
Total Nacional;09 Cataluña;43 Tarragona;2024M07;3,76
Total Nacional;09 Cataluña;43 Tarragona;2024M06;3,95
Total Nacional;09 Cataluña;43 Tarragona;2024M05;3,55
Total Nacional;09 Cataluña;43 Tarragona;2024M04;2,87
Total Nacional;09 Cataluña;43 Tarragona;2024M03;2,21
Total Nacional;09 Cataluña;43 Tarragona;2024M02;1,81
Total Nacional;09 Cataluña;43 Tarragona;2024M01;1,73
Total Nacional;09 Cataluña;43 Tarragona;2023M12;1,53
Total Nacional;09 Cataluña;43 Tarragona;2023M11;1,75
Total Nacional;09 Cataluña;43 Tarragona;2023M10;3,15
Total Nacional;09 Cataluña;43 Tarragona;2023M09;3,76
Total Nacional;09 Cataluña;43 Tarragona;2023M08;4,17
Total Nacional;09 Cataluña;43 Tarragona;2023M07;3,70
Total Nacional;09 Cataluña;43 Tarragona;2023M06;3,30
Total Nacional;09 Cataluña;43 Tarragona;2023M05;3,30
Total Nacional;09 Cataluña;43 Tarragona;2023M04;2,67
Total Nacional;09 Cataluña;43 Tarragona;2023M03;2,39
Total Nacional;09 Cataluña;43 Tarragona;2023M02;1,79
Total Nacional;09 Cataluña;43 Tarragona;2023M01;1,75
Total Nacional;09 Cataluña;43 Tarragona;2022M12;1,57
Total Nacional;09 Cataluña;43 Tarragona;2022M11;1,73
Total Nacional;09 Cataluña;43 Tarragona;2022M10;2,94
Total Nacional;09 Cataluña;43 Tarragona;2022M09;3,74
Total Nacional;09 Cataluña;43 Tarragona;2022M08;4,21
Total Nacional;09 Cataluña;43 Tarragona;2022M07;3,71
Total Nacional;09 Cataluña;43 Tarragona;2022M06;3,10
Total Nacional;09 Cataluña;43 Tarragona;2022M05;2,77
Total Nacional;09 Cataluña;43 Tarragona;2022M04;2,49
Total Nacional;09 Cataluña;43 Tarragona;2022M03;1,93
Total Nacional;09 Cataluña;43 Tarragona;2022M02;1,71
Total Nacional;09 Cataluña;43 Tarragona;2022M01;1,59
Total Nacional;10 Comunitat Valenciana;;2026M03;3,00
Total Nacional;10 Comunitat Valenciana;;2026M02;2,80
Total Nacional;10 Comunitat Valenciana;;2026M01;2,87
Total Nacional;10 Comunitat Valenciana;;2025M12;2,73
Total Nacional;10 Comunitat Valenciana;;2025M11;2,92
Total Nacional;10 Comunitat Valenciana;;2025M10;3,17
Total Nacional;10 Comunitat Valenciana;;2025M09;3,44
Total Nacional;10 Comunitat Valenciana;;2025M08;3,46
Total Nacional;10 Comunitat Valenciana;;2025M07;3,44
Total Nacional;10 Comunitat Valenciana;;2025M06;3,15
Total Nacional;10 Comunitat Valenciana;;2025M05;3,10
Total Nacional;10 Comunitat Valenciana;;2025M04;2,99
Total Nacional;10 Comunitat Valenciana;;2025M03;3,10
Total Nacional;10 Comunitat Valenciana;;2025M02;2,75
Total Nacional;10 Comunitat Valenciana;;2025M01;2,82
Total Nacional;10 Comunitat Valenciana;;2024M12;2,89
Total Nacional;10 Comunitat Valenciana;;2024M11;3,24
Total Nacional;10 Comunitat Valenciana;;2024M10;3,21
Total Nacional;10 Comunitat Valenciana;;2024M09;3,46
Total Nacional;10 Comunitat Valenciana;;2024M08;3,50
Total Nacional;10 Comunitat Valenciana;;2024M07;3,44
Total Nacional;10 Comunitat Valenciana;;2024M06;3,17
Total Nacional;10 Comunitat Valenciana;;2024M05;3,13
Total Nacional;10 Comunitat Valenciana;;2024M04;3,10
Total Nacional;10 Comunitat Valenciana;;2024M03;3,02
Total Nacional;10 Comunitat Valenciana;;2024M02;2,78
Total Nacional;10 Comunitat Valenciana;;2024M01;2,80
Total Nacional;10 Comunitat Valenciana;;2023M12;2,72
Total Nacional;10 Comunitat Valenciana;;2023M11;2,85
Total Nacional;10 Comunitat Valenciana;;2023M10;3,11
Total Nacional;10 Comunitat Valenciana;;2023M09;3,31
Total Nacional;10 Comunitat Valenciana;;2023M08;3,58
Total Nacional;10 Comunitat Valenciana;;2023M07;3,36
Total Nacional;10 Comunitat Valenciana;;2023M06;3,09
Total Nacional;10 Comunitat Valenciana;;2023M05;3,11
Total Nacional;10 Comunitat Valenciana;;2023M04;2,95
Total Nacional;10 Comunitat Valenciana;;2023M03;2,86
Total Nacional;10 Comunitat Valenciana;;2023M02;2,64
Total Nacional;10 Comunitat Valenciana;;2023M01;2,65
Total Nacional;10 Comunitat Valenciana;;2022M12;2,80
Total Nacional;10 Comunitat Valenciana;;2022M11;2,98
Total Nacional;10 Comunitat Valenciana;;2022M10;3,10
Total Nacional;10 Comunitat Valenciana;;2022M09;3,37
Total Nacional;10 Comunitat Valenciana;;2022M08;3,64
Total Nacional;10 Comunitat Valenciana;;2022M07;3,35
Total Nacional;10 Comunitat Valenciana;;2022M06;3,08
Total Nacional;10 Comunitat Valenciana;;2022M05;3,05
Total Nacional;10 Comunitat Valenciana;;2022M04;2,98
Total Nacional;10 Comunitat Valenciana;;2022M03;2,88
Total Nacional;10 Comunitat Valenciana;;2022M02;2,34
Total Nacional;10 Comunitat Valenciana;;2022M01;2,38
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2026M03;3,63
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2026M02;3,25
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2026M01;3,76
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M12;3,39
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M11;3,58
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M10;3,95
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M09;4,06
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M08;3,89
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M07;3,92
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M06;3,71
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M05;3,70
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M04;3,54
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M03;3,74
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M02;3,37
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2025M01;3,65
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M12;3,57
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M11;3,82
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M10;4,05
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M09;4,12
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M08;3,99
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M07;3,99
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M06;3,77
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M05;3,75
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M04;3,73
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M03;3,66
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M02;3,46
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2024M01;3,67
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M12;3,44
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M11;3,66
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M10;3,93
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M09;4,01
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M08;4,14
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M07;3,82
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M06;3,72
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M05;3,82
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M04;3,47
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M03;3,52
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M02;3,28
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2023M01;3,46
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M12;3,52
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M11;3,90
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M10;3,96
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M09;4,00
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M08;4,17
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M07;3,86
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M06;3,67
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M05;3,69
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M04;3,55
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M03;3,66
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M02;2,81
Total Nacional;10 Comunitat Valenciana;03 Alicante/Alacant;2022M01;2,95
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2026M03;2,97
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2026M02;2,73
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2026M01;1,87
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M12;1,91
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M11;2,32
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M10;2,66
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M09;3,34
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M08;3,49
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M07;3,65
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M06;3,01
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M05;2,84
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M04;2,73
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M03;3,18
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M02;2,64
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2025M01;1,75
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M12;1,98
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M11;2,68
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M10;2,73
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M09;3,41
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M08;3,66
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M07;3,57
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M06;3,05
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M05;2,72
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M04;2,64
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M03;2,67
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M02;2,34
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2024M01;1,81
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M12;1,93
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M11;2,13
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M10;2,67
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M09;3,22
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M08;3,58
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M07;3,36
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M06;2,91
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M05;2,81
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M04;2,62
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M03;2,64
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M02;2,16
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2023M01;1,83
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M12;1,99
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M11;2,15
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M10;2,58
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M09;3,37
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M08;3,72
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M07;3,47
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M06;2,91
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M05;2,65
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M04;2,67
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M03;2,54
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M02;1,90
Total Nacional;10 Comunitat Valenciana;12 Castellón/Castelló;2022M01;1,87
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2026M03;2,29
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2026M02;2,20
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2026M01;2,06
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M12;2,09
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M11;2,21
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M10;2,30
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M09;2,61
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M08;2,75
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;2025M07;2,60
