Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Rioja, La;Noruega;Total;2.178
Total nacional;Rioja, La;Noruega;Enero;..
Total nacional;Rioja, La;Noruega;Febrero;..
Total nacional;Rioja, La;Noruega;Marzo;..
Total nacional;Rioja, La;Noruega;Abril;73
Total nacional;Rioja, La;Noruega;Mayo;373
Total nacional;Rioja, La;Noruega;Junio;184
Total nacional;Rioja, La;Noruega;Julio;262
Total nacional;Rioja, La;Noruega;Agosto;267
Total nacional;Rioja, La;Noruega;Septiembre;745
Total nacional;Rioja, La;Noruega;Octubre;161
Total nacional;Rioja, La;Noruega;Noviembre;69
Total nacional;Rioja, La;Noruega;Diciembre;..
Total nacional;Rioja, La;Rusia;Total;1.549
Total nacional;Rioja, La;Rusia;Enero;..
Total nacional;Rioja, La;Rusia;Febrero;92
Total nacional;Rioja, La;Rusia;Marzo;33
Total nacional;Rioja, La;Rusia;Abril;95
Total nacional;Rioja, La;Rusia;Mayo;255
Total nacional;Rioja, La;Rusia;Junio;251
Total nacional;Rioja, La;Rusia;Julio;228
Total nacional;Rioja, La;Rusia;Agosto;118
Total nacional;Rioja, La;Rusia;Septiembre;229
Total nacional;Rioja, La;Rusia;Octubre;106
Total nacional;Rioja, La;Rusia;Noviembre;121
Total nacional;Rioja, La;Rusia;Diciembre;..
Total nacional;Rioja, La;Suiza;Total;3.476
Total nacional;Rioja, La;Suiza;Enero;34
Total nacional;Rioja, La;Suiza;Febrero;41
Total nacional;Rioja, La;Suiza;Marzo;89
Total nacional;Rioja, La;Suiza;Abril;318
Total nacional;Rioja, La;Suiza;Mayo;756
Total nacional;Rioja, La;Suiza;Junio;496
Total nacional;Rioja, La;Suiza;Julio;289
Total nacional;Rioja, La;Suiza;Agosto;187
Total nacional;Rioja, La;Suiza;Septiembre;509
Total nacional;Rioja, La;Suiza;Octubre;405
Total nacional;Rioja, La;Suiza;Noviembre;284
Total nacional;Rioja, La;Suiza;Diciembre;67
Total nacional;Rioja, La;Resto de Europa sin U.E.;Total;2.926
Total nacional;Rioja, La;Resto de Europa sin U.E.;Enero;145
Total nacional;Rioja, La;Resto de Europa sin U.E.;Febrero;158
Total nacional;Rioja, La;Resto de Europa sin U.E.;Marzo;165
Total nacional;Rioja, La;Resto de Europa sin U.E.;Abril;127
Total nacional;Rioja, La;Resto de Europa sin U.E.;Mayo;540
Total nacional;Rioja, La;Resto de Europa sin U.E.;Junio;326
Total nacional;Rioja, La;Resto de Europa sin U.E.;Julio;248
Total nacional;Rioja, La;Resto de Europa sin U.E.;Agosto;354
Total nacional;Rioja, La;Resto de Europa sin U.E.;Septiembre;255
Total nacional;Rioja, La;Resto de Europa sin U.E.;Octubre;277
Total nacional;Rioja, La;Resto de Europa sin U.E.;Noviembre;204
Total nacional;Rioja, La;Resto de Europa sin U.E.;Diciembre;127
Total nacional;Rioja, La;Japón;Total;1.554
Total nacional;Rioja, La;Japón;Enero;32
Total nacional;Rioja, La;Japón;Febrero;113
Total nacional;Rioja, La;Japón;Marzo;51
Total nacional;Rioja, La;Japón;Abril;62
Total nacional;Rioja, La;Japón;Mayo;251
Total nacional;Rioja, La;Japón;Junio;91
Total nacional;Rioja, La;Japón;Julio;136
Total nacional;Rioja, La;Japón;Agosto;148
Total nacional;Rioja, La;Japón;Septiembre;364
Total nacional;Rioja, La;Japón;Octubre;206
Total nacional;Rioja, La;Japón;Noviembre;60
Total nacional;Rioja, La;Japón;Diciembre;39
Total nacional;Rioja, La;Estados Unidos;Total;20.111
Total nacional;Rioja, La;Estados Unidos;Enero;295
Total nacional;Rioja, La;Estados Unidos;Febrero;341
Total nacional;Rioja, La;Estados Unidos;Marzo;752
Total nacional;Rioja, La;Estados Unidos;Abril;1.678
Total nacional;Rioja, La;Estados Unidos;Mayo;4.056
Total nacional;Rioja, La;Estados Unidos;Junio;2.854
Total nacional;Rioja, La;Estados Unidos;Julio;2.028
Total nacional;Rioja, La;Estados Unidos;Agosto;1.133
Total nacional;Rioja, La;Estados Unidos;Septiembre;3.699
Total nacional;Rioja, La;Estados Unidos;Octubre;2.133
Total nacional;Rioja, La;Estados Unidos;Noviembre;796
Total nacional;Rioja, La;Estados Unidos;Diciembre;344
Total nacional;Rioja, La;Resto de América;Total;17.717
Total nacional;Rioja, La;Resto de América;Enero;680
Total nacional;Rioja, La;Resto de América;Febrero;430
Total nacional;Rioja, La;Resto de América;Marzo;1.113
Total nacional;Rioja, La;Resto de América;Abril;1.418
Total nacional;Rioja, La;Resto de América;Mayo;2.600
Total nacional;Rioja, La;Resto de América;Junio;1.664
Total nacional;Rioja, La;Resto de América;Julio;1.778
Total nacional;Rioja, La;Resto de América;Agosto;1.589
Total nacional;Rioja, La;Resto de América;Septiembre;3.024
Total nacional;Rioja, La;Resto de América;Octubre;2.081
Total nacional;Rioja, La;Resto de América;Noviembre;903
Total nacional;Rioja, La;Resto de América;Diciembre;438
Total nacional;Rioja, La;Países africanos;Total;4.722
Total nacional;Rioja, La;Países africanos;Enero;431
Total nacional;Rioja, La;Países africanos;Febrero;479
Total nacional;Rioja, La;Países africanos;Marzo;483
Total nacional;Rioja, La;Países africanos;Abril;434
Total nacional;Rioja, La;Países africanos;Mayo;616
Total nacional;Rioja, La;Países africanos;Junio;512
Total nacional;Rioja, La;Países africanos;Julio;521
Total nacional;Rioja, La;Países africanos;Agosto;320
Total nacional;Rioja, La;Países africanos;Septiembre;262
Total nacional;Rioja, La;Países africanos;Octubre;250
Total nacional;Rioja, La;Países africanos;Noviembre;205
Total nacional;Rioja, La;Países africanos;Diciembre;210
Total nacional;Ceuta;Total;Total;182.114
Total nacional;Ceuta;Total;Enero;14.734
Total nacional;Ceuta;Total;Febrero;12.946
Total nacional;Ceuta;Total;Marzo;16.645
Total nacional;Ceuta;Total;Abril;18.056
Total nacional;Ceuta;Total;Mayo;14.438
Total nacional;Ceuta;Total;Junio;13.010
Total nacional;Ceuta;Total;Julio;18.886
Total nacional;Ceuta;Total;Agosto;19.362
Total nacional;Ceuta;Total;Septiembre;15.026
Total nacional;Ceuta;Total;Octubre;11.571
Total nacional;Ceuta;Total;Noviembre;13.974
Total nacional;Ceuta;Total;Diciembre;13.466
Total nacional;Ceuta;Residentes en España;Total;123.562
Total nacional;Ceuta;Residentes en España;Enero;8.772
Total nacional;Ceuta;Residentes en España;Febrero;8.036
Total nacional;Ceuta;Residentes en España;Marzo;13.819
Total nacional;Ceuta;Residentes en España;Abril;13.302
Total nacional;Ceuta;Residentes en España;Mayo;10.561
Total nacional;Ceuta;Residentes en España;Junio;9.739
Total nacional;Ceuta;Residentes en España;Julio;13.015
Total nacional;Ceuta;Residentes en España;Agosto;10.376
Total nacional;Ceuta;Residentes en España;Septiembre;10.235
Total nacional;Ceuta;Residentes en España;Octubre;7.854
Total nacional;Ceuta;Residentes en España;Noviembre;9.041
Total nacional;Ceuta;Residentes en España;Diciembre;8.813
Total nacional;Ceuta;No residentes en España;Total;58.552
Total nacional;Ceuta;No residentes en España;Enero;5.962
Total nacional;Ceuta;No residentes en España;Febrero;4.910
Total nacional;Ceuta;No residentes en España;Marzo;2.826
Total nacional;Ceuta;No residentes en España;Abril;4.755
Total nacional;Ceuta;No residentes en España;Mayo;3.877
Total nacional;Ceuta;No residentes en España;Junio;3.272
Total nacional;Ceuta;No residentes en España;Julio;5.871
Total nacional;Ceuta;No residentes en España;Agosto;8.987
Total nacional;Ceuta;No residentes en España;Septiembre;4.791
Total nacional;Ceuta;No residentes en España;Octubre;3.717
Total nacional;Ceuta;No residentes en España;Noviembre;4.933
Total nacional;Ceuta;No residentes en España;Diciembre;4.653
Total nacional;Ceuta;Unión Europea (sin España);Total;13.656
Total nacional;Ceuta;Unión Europea (sin España);Enero;1.090
Total nacional;Ceuta;Unión Europea (sin España);Febrero;1.131
Total nacional;Ceuta;Unión Europea (sin España);Marzo;475
Total nacional;Ceuta;Unión Europea (sin España);Abril;889
Total nacional;Ceuta;Unión Europea (sin España);Mayo;703
Total nacional;Ceuta;Unión Europea (sin España);Junio;677
Total nacional;Ceuta;Unión Europea (sin España);Julio;1.539
Total nacional;Ceuta;Unión Europea (sin España);Agosto;2.667
Total nacional;Ceuta;Unión Europea (sin España);Septiembre;1.237
Total nacional;Ceuta;Unión Europea (sin España);Octubre;1.077
Total nacional;Ceuta;Unión Europea (sin España);Noviembre;1.130
Total nacional;Ceuta;Unión Europea (sin España);Diciembre;1.041
Total nacional;Ceuta;Alemania;Total;803
Total nacional;Ceuta;Alemania;Enero;157
Total nacional;Ceuta;Alemania;Febrero;130
Total nacional;Ceuta;Alemania;Marzo;23
Total nacional;Ceuta;Alemania;Abril;46
Total nacional;Ceuta;Alemania;Mayo;50
Total nacional;Ceuta;Alemania;Junio;39
Total nacional;Ceuta;Alemania;Julio;49
Total nacional;Ceuta;Alemania;Agosto;55
Total nacional;Ceuta;Alemania;Septiembre;22
Total nacional;Ceuta;Alemania;Octubre;33
Total nacional;Ceuta;Alemania;Noviembre;93
Total nacional;Ceuta;Alemania;Diciembre;108
Total nacional;Ceuta;Austria;Total;87
Total nacional;Ceuta;Austria;Enero;..
Total nacional;Ceuta;Austria;Febrero;..
Total nacional;Ceuta;Austria;Marzo;..
Total nacional;Ceuta;Austria;Abril;..
Total nacional;Ceuta;Austria;Mayo;..
Total nacional;Ceuta;Austria;Junio;..
Total nacional;Ceuta;Austria;Julio;..
Total nacional;Ceuta;Austria;Agosto;..
Total nacional;Ceuta;Austria;Septiembre;..
Total nacional;Ceuta;Austria;Octubre;..
Total nacional;Ceuta;Austria;Noviembre;..
Total nacional;Ceuta;Austria;Diciembre;..
Total nacional;Ceuta;Bélgica;Total;875
Total nacional;Ceuta;Bélgica;Enero;..
Total nacional;Ceuta;Bélgica;Febrero;96
Total nacional;Ceuta;Bélgica;Marzo;22
Total nacional;Ceuta;Bélgica;Abril;66
Total nacional;Ceuta;Bélgica;Mayo;67
Total nacional;Ceuta;Bélgica;Junio;49
Total nacional;Ceuta;Bélgica;Julio;148
Total nacional;Ceuta;Bélgica;Agosto;191
Total nacional;Ceuta;Bélgica;Septiembre;105
Total nacional;Ceuta;Bélgica;Octubre;52
Total nacional;Ceuta;Bélgica;Noviembre;..
Total nacional;Ceuta;Bélgica;Diciembre;41
Total nacional;Ceuta;Dinamarca;Total;134
Total nacional;Ceuta;Dinamarca;Enero;..
Total nacional;Ceuta;Dinamarca;Febrero;..
Total nacional;Ceuta;Dinamarca;Marzo;..
Total nacional;Ceuta;Dinamarca;Abril;..
Total nacional;Ceuta;Dinamarca;Mayo;..
Total nacional;Ceuta;Dinamarca;Junio;..
Total nacional;Ceuta;Dinamarca;Julio;..
Total nacional;Ceuta;Dinamarca;Agosto;..
Total nacional;Ceuta;Dinamarca;Septiembre;22
Total nacional;Ceuta;Dinamarca;Octubre;..
Total nacional;Ceuta;Dinamarca;Noviembre;..
Total nacional;Ceuta;Dinamarca;Diciembre;..
Total nacional;Ceuta;Finlandia;Total;..
Total nacional;Ceuta;Finlandia;Enero;..
Total nacional;Ceuta;Finlandia;Febrero;..
Total nacional;Ceuta;Finlandia;Marzo;..
Total nacional;Ceuta;Finlandia;Abril;..
Total nacional;Ceuta;Finlandia;Mayo;..
Total nacional;Ceuta;Finlandia;Junio;..
Total nacional;Ceuta;Finlandia;Julio;..
Total nacional;Ceuta;Finlandia;Agosto;..
Total nacional;Ceuta;Finlandia;Septiembre;..
Total nacional;Ceuta;Finlandia;Octubre;..
Total nacional;Ceuta;Finlandia;Noviembre;..
Total nacional;Ceuta;Finlandia;Diciembre;..
Total nacional;Ceuta;Francia;Total;7.270
Total nacional;Ceuta;Francia;Enero;669
Total nacional;Ceuta;Francia;Febrero;474
Total nacional;Ceuta;Francia;Marzo;256
Total nacional;Ceuta;Francia;Abril;531
Total nacional;Ceuta;Francia;Mayo;376
Total nacional;Ceuta;Francia;Junio;387
Total nacional;Ceuta;Francia;Julio;686
Total nacional;Ceuta;Francia;Agosto;1.238
Total nacional;Ceuta;Francia;Septiembre;603
Total nacional;Ceuta;Francia;Octubre;535
Total nacional;Ceuta;Francia;Noviembre;822
Total nacional;Ceuta;Francia;Diciembre;693
Total nacional;Ceuta;Grecia;Total;..
Total nacional;Ceuta;Grecia;Enero;..
Total nacional;Ceuta;Grecia;Febrero;..
Total nacional;Ceuta;Grecia;Marzo;..
Total nacional;Ceuta;Grecia;Abril;..
Total nacional;Ceuta;Grecia;Mayo;..
Total nacional;Ceuta;Grecia;Junio;..
Total nacional;Ceuta;Grecia;Julio;..
Total nacional;Ceuta;Grecia;Agosto;..
Total nacional;Ceuta;Grecia;Septiembre;..
Total nacional;Ceuta;Grecia;Octubre;..
Total nacional;Ceuta;Grecia;Noviembre;..
Total nacional;Ceuta;Grecia;Diciembre;..
Total nacional;Ceuta;Irlanda;Total;120
Total nacional;Ceuta;Irlanda;Enero;..
Total nacional;Ceuta;Irlanda;Febrero;..
Total nacional;Ceuta;Irlanda;Marzo;..
Total nacional;Ceuta;Irlanda;Abril;..
Total nacional;Ceuta;Irlanda;Mayo;..
Total nacional;Ceuta;Irlanda;Junio;..
Total nacional;Ceuta;Irlanda;Julio;..
Total nacional;Ceuta;Irlanda;Agosto;..
Total nacional;Ceuta;Irlanda;Septiembre;..
Total nacional;Ceuta;Irlanda;Octubre;56
Total nacional;Ceuta;Irlanda;Noviembre;..
Total nacional;Ceuta;Irlanda;Diciembre;..
Total nacional;Ceuta;Italia;Total;678
Total nacional;Ceuta;Italia;Enero;95
Total nacional;Ceuta;Italia;Febrero;..
Total nacional;Ceuta;Italia;Marzo;..
Total nacional;Ceuta;Italia;Abril;30
Total nacional;Ceuta;Italia;Mayo;42
Total nacional;Ceuta;Italia;Junio;33
Total nacional;Ceuta;Italia;Julio;98
Total nacional;Ceuta;Italia;Agosto;128
Total nacional;Ceuta;Italia;Septiembre;69
Total nacional;Ceuta;Italia;Octubre;59
Total nacional;Ceuta;Italia;Noviembre;..
Total nacional;Ceuta;Italia;Diciembre;..
Total nacional;Ceuta;Luxemburgo;Total;..
Total nacional;Ceuta;Luxemburgo;Enero;..
Total nacional;Ceuta;Luxemburgo;Febrero;..
Total nacional;Ceuta;Luxemburgo;Marzo;..
Total nacional;Ceuta;Luxemburgo;Abril;..
Total nacional;Ceuta;Luxemburgo;Mayo;..
Total nacional;Ceuta;Luxemburgo;Junio;..
Total nacional;Ceuta;Luxemburgo;Julio;..
Total nacional;Ceuta;Luxemburgo;Agosto;..
Total nacional;Ceuta;Luxemburgo;Septiembre;..
Total nacional;Ceuta;Luxemburgo;Octubre;..
Total nacional;Ceuta;Luxemburgo;Noviembre;..
Total nacional;Ceuta;Luxemburgo;Diciembre;..
Total nacional;Ceuta;Países Bajos;Total;480
Total nacional;Ceuta;Países Bajos;Enero;40
Total nacional;Ceuta;Países Bajos;Febrero;..
Total nacional;Ceuta;Países Bajos;Marzo;20
Total nacional;Ceuta;Países Bajos;Abril;30
Total nacional;Ceuta;Países Bajos;Mayo;38
Total nacional;Ceuta;Países Bajos;Junio;..
Total nacional;Ceuta;Países Bajos;Julio;79
Total nacional;Ceuta;Países Bajos;Agosto;100
Total nacional;Ceuta;Países Bajos;Septiembre;..
Total nacional;Ceuta;Países Bajos;Octubre;20
Total nacional;Ceuta;Países Bajos;Noviembre;37
Total nacional;Ceuta;Países Bajos;Diciembre;44
Total nacional;Ceuta;Polonia;Total;274
Total nacional;Ceuta;Polonia;Enero;..
Total nacional;Ceuta;Polonia;Febrero;..
Total nacional;Ceuta;Polonia;Marzo;..
Total nacional;Ceuta;Polonia;Abril;..
Total nacional;Ceuta;Polonia;Mayo;..
Total nacional;Ceuta;Polonia;Junio;..
Total nacional;Ceuta;Polonia;Julio;..
Total nacional;Ceuta;Polonia;Agosto;81
Total nacional;Ceuta;Polonia;Septiembre;..
Total nacional;Ceuta;Polonia;Octubre;..
Total nacional;Ceuta;Polonia;Noviembre;..
Total nacional;Ceuta;Polonia;Diciembre;..
Total nacional;Ceuta;Portugal;Total;969
Total nacional;Ceuta;Portugal;Enero;..
Total nacional;Ceuta;Portugal;Febrero;..
Total nacional;Ceuta;Portugal;Marzo;..
Total nacional;Ceuta;Portugal;Abril;56
Total nacional;Ceuta;Portugal;Mayo;..
Total nacional;Ceuta;Portugal;Junio;..
Total nacional;Ceuta;Portugal;Julio;..
Total nacional;Ceuta;Portugal;Agosto;485
Total nacional;Ceuta;Portugal;Septiembre;102
Total nacional;Ceuta;Portugal;Octubre;39
Total nacional;Ceuta;Portugal;Noviembre;20
Total nacional;Ceuta;Portugal;Diciembre;..
Total nacional;Ceuta;Reino Unido;Total;702
Total nacional;Ceuta;Reino Unido;Enero;28
Total nacional;Ceuta;Reino Unido;Febrero;..
Total nacional;Ceuta;Reino Unido;Marzo;75
Total nacional;Ceuta;Reino Unido;Abril;66
Total nacional;Ceuta;Reino Unido;Mayo;29
Total nacional;Ceuta;Reino Unido;Junio;73
Total nacional;Ceuta;Reino Unido;Julio;48
Total nacional;Ceuta;Reino Unido;Agosto;67
Total nacional;Ceuta;Reino Unido;Septiembre;54
Total nacional;Ceuta;Reino Unido;Octubre;..
Total nacional;Ceuta;Reino Unido;Noviembre;54
Total nacional;Ceuta;Reino Unido;Diciembre;42
Total nacional;Ceuta;República Checa;Total;..
Total nacional;Ceuta;República Checa;Enero;..
Total nacional;Ceuta;República Checa;Febrero;..
Total nacional;Ceuta;República Checa;Marzo;..
Total nacional;Ceuta;República Checa;Abril;..
Total nacional;Ceuta;República Checa;Mayo;..
Total nacional;Ceuta;República Checa;Junio;..
Total nacional;Ceuta;República Checa;Julio;..
Total nacional;Ceuta;República Checa;Agosto;..
Total nacional;Ceuta;República Checa;Septiembre;..
Total nacional;Ceuta;República Checa;Octubre;..
Total nacional;Ceuta;República Checa;Noviembre;..
Total nacional;Ceuta;República Checa;Diciembre;..
Total nacional;Ceuta;Suecia;Total;391
Total nacional;Ceuta;Suecia;Enero;..
Total nacional;Ceuta;Suecia;Febrero;..
Total nacional;Ceuta;Suecia;Marzo;..
Total nacional;Ceuta;Suecia;Abril;..
Total nacional;Ceuta;Suecia;Mayo;..
Total nacional;Ceuta;Suecia;Junio;..
Total nacional;Ceuta;Suecia;Julio;..
Total nacional;Ceuta;Suecia;Agosto;..
Total nacional;Ceuta;Suecia;Septiembre;74
Total nacional;Ceuta;Suecia;Octubre;..
Total nacional;Ceuta;Suecia;Noviembre;..
Total nacional;Ceuta;Suecia;Diciembre;..
Total nacional;Ceuta;Noruega;Total;57
Total nacional;Ceuta;Noruega;Enero;..
Total nacional;Ceuta;Noruega;Febrero;..
Total nacional;Ceuta;Noruega;Marzo;..
Total nacional;Ceuta;Noruega;Abril;..
Total nacional;Ceuta;Noruega;Mayo;..
Total nacional;Ceuta;Noruega;Junio;..
Total nacional;Ceuta;Noruega;Julio;..
Total nacional;Ceuta;Noruega;Agosto;..
Total nacional;Ceuta;Noruega;Septiembre;..
Total nacional;Ceuta;Noruega;Octubre;..
Total nacional;Ceuta;Noruega;Noviembre;..
Total nacional;Ceuta;Noruega;Diciembre;..
Total nacional;Ceuta;Rusia;Total;73
Total nacional;Ceuta;Rusia;Enero;..
Total nacional;Ceuta;Rusia;Febrero;..
Total nacional;Ceuta;Rusia;Marzo;..
Total nacional;Ceuta;Rusia;Abril;..
Total nacional;Ceuta;Rusia;Mayo;..
Total nacional;Ceuta;Rusia;Junio;..
Total nacional;Ceuta;Rusia;Julio;..
Total nacional;Ceuta;Rusia;Agosto;..
Total nacional;Ceuta;Rusia;Septiembre;..
Total nacional;Ceuta;Rusia;Octubre;..
Total nacional;Ceuta;Rusia;Noviembre;..
Total nacional;Ceuta;Rusia;Diciembre;28
Total nacional;Ceuta;Suiza;Total;145
Total nacional;Ceuta;Suiza;Enero;..
Total nacional;Ceuta;Suiza;Febrero;..
